scenario2c/rabbitmq-features.csv.n,scenario2c/rabbitmq-reduced.csv.n,scenario2c/rabbitmq-features.csv.lat50,scenario2c/rabbitmq-features.csv.cpu_usage,scenario2c/rabbitmq-features.csv.ram_limit,scenario2c/rabbitmq-reduced.csv.cpu_limit,scenario2c/rabbitmq-features.csv.lat95,scenario2c/rabbitmq-reduced.csv.ram_limit,scenario2c/rabbitmq-reduced.csv.time,scenario2c/rabbitmq-features.csv.lat75,lat99,scenario2c/rabbitmq-features.csv.min,scenario2c/rabbitmq-features.csv.cpu_limit
300,300,43616545,0.49821,3456M,0.5,44285226,3456M,1644273956,43910478,44452646,42542258,0.5
300,300,43650419,0.498497,3456M,0.5,44542147,3456M,1644274053,44057479,44756597,42705684,0.5
350,350,46042030,0.497635,3456M,0.5,46466671,3456M,1644274152,46265396,46609782,45412722,0.5
350,350,46157159,0.498117,3456M,0.5,46815181,3456M,1644274253,46388547,47013691,45390012,0.5
350,350,46239345,0.498025,3456M,0.5,46722750,3456M,1644274352,46456541,46922915,45578798,0.5
400,400,46843894,0.497501,3456M,0.5,47356102,3456M,1644274453,47008695,47693462,46226045,0.5
400,400,47109341,0.497981,3456M,0.5,47658184,3456M,1644274556,47427374,47768438,46334099,0.5
400,400,47240225,0.497507,3456M,0.5,47819193,3456M,1644274657,47558302,47988000,46096367,0.5
400,400,46977115,0.497479,3456M,0.5,47742129,3456M,1644274758,47258951,47994273,46349564,0.5
450,450,48188531,0.496829,3456M,0.5,48782328,3456M,1644274861,48498724,48932966,47031649,0.5
450,450,48079026,0.497456,3456M,0.5,48484745,3456M,1644274964,48308986,48648387,46909987,0.5
450,450,47482047,0.497377,3456M,0.5,48322342,3456M,1644275067,47829684,48505382,46426647,0.5
450,450,47560990,0.497446,3456M,0.5,48105556,3456M,1644275170,47737660,48283002,46799921,0.5
450,450,47661479,0.497667,3456M,0.5,48495920,3456M,1644275274,48014351,48622655,46884440,0.5
500,500,48247532,0.497677,3456M,0.5,49076967,3456M,1644275379,48560670,49302922,47268500,0.5
500,500,48524558,0.497477,3456M,0.5,49012168,3456M,1644275485,48767223,49539718,47871345,0.5
500,500,48381601,0.497436,3456M,0.5,48832851,3456M,1644275590,48586470,49068742,47496299,0.5
50,50,176791,0.354503,3328M,0.5,239322,3328M,1644275833,195733,264073,109913,0.5
50,50,160857,0.437184,3328M,0.5,218500,3328M,1644275895,186596,265047,43231,0.5
50,50,159487,0.471279,3328M,0.5,206698,3328M,1644275958,182317,229187,61524,0.5
50,50,157886,0.458385,3328M,0.5,219739,3328M,1644276021,182801,257155,50765,0.5
100,100,17786928,0.438922,3328M,0.5,18125877,3328M,1644276089,17916719,18237511,17334029,0.5
100,100,17905642,0.42756,3328M,0.5,18214628,3328M,1644276158,18025980,18349234,17423200,0.5
100,100,17697365,0.439317,3328M,0.5,17929676,3328M,1644276227,17807413,18012425,17146878,0.5
100,100,16929971,0.448675,3328M,0.5,17215702,3328M,1644276295,17050754,17370298,16261226,0.5
100,100,17042686,0.458529,3328M,0.5,17301405,3328M,1644276364,17150912,17375074,16641491,0.5
150,150,30508931,0.459742,3328M,0.5,30841452,3328M,1644276434,30632103,30982687,29816322,0.5
150,150,30497132,0.469199,3328M,0.5,30779954,3328M,1644276505,30617578,30903196,29956364,0.5
150,150,30555433,0.479462,3328M,0.5,30883252,3328M,1644276576,30703661,30992304,29983725,0.5
150,150,30328777,0.488519,3328M,0.5,30872815,3328M,1644276647,30499135,31089765,29699990,0.5
150,150,30654666,0.497756,3328M,0.5,31021138,3328M,1644276718,30801702,31169576,30167623,0.5
200,200,36437256,0.497668,3328M,0.5,36993804,3328M,1644276791,36681900,37167465,35554684,0.5
200,200,36293563,0.497806,3328M,0.5,36779142,3328M,1644276871,36466292,36915552,35684848,0.5
200,200,36408216,0.497831,3328M,0.5,36803653,3328M,1644276951,36575080,36928190,35844064,0.5
200,200,36587162,0.498033,3328M,0.5,36971222,3328M,1644277031,36748229,37083423,35812060,0.5
200,200,36487210,0.498033,3328M,0.5,36838131,3328M,1644277110,36661950,36967477,35963622,0.5
250,250,40863658,0.498222,3328M,0.5,41448978,3328M,1644277192,41090334,41585926,40011770,0.5
250,250,41099443,0.498123,3328M,0.5,41680955,3328M,1644277281,41319021,42046580,40375191,0.5
250,250,40974031,0.498192,3328M,0.5,41679645,3328M,1644277367,41274092,41948637,40211819,0.5
300,300,43521345,0.497925,3328M,0.5,44026534,3328M,1644277456,43760807,44163001,42809915,0.5
300,300,43609060,0.498055,3328M,0.5,44184093,3328M,1644277553,43849534,44311999,42811608,0.5
300,300,43518797,0.498192,3328M,0.5,43977938,3328M,1644277651,43758842,44048445,42674333,0.5
350,350,45981309,0.497885,3328M,0.5,46498065,3328M,1644277750,46204053,46659961,45061690,0.5
400,400,47096130,0.497747,3328M,0.5,47546641,3328M,1644277852,47319398,47703886,46316466,0.5
400,400,47104832,0.497374,3328M,0.5,47641649,3328M,1644277953,47348696,47732918,46171478,0.5
400,400,47149397,0.497513,3328M,0.5,47794324,3328M,1644278055,47399125,48016631,46373497,0.5
450,450,47693388,0.497268,3328M,0.5,48393651,3328M,1644278158,48003601,48483384,46832952,0.5
450,450,47875541,0.497255,3328M,0.5,48578080,3328M,1644278260,48059250,48723646,47033431,0.5
450,450,47648887,0.497631,3328M,0.5,48410944,3328M,1644278363,48032380,48574875,46743382,0.5
450,450,47760882,0.497651,3328M,0.5,48375750,3328M,1644278466,48021358,48473870,46931806,0.5
450,450,47672266,0.497296,3328M,0.5,48191276,3328M,1644278570,47933919,48418715,47071243,0.5
500,500,48311082,0.498231,3328M,0.5,49010511,3328M,1644278674,48605087,49180095,47443916,0.5
50,50,147937,0.313607,3200M,0.5,193285,3200M,1644278918,171689,228135,47721,0.5
50,50,177630,0.445809,3200M,0.5,240085,3200M,1644278981,195366,270829,86702,0.5
50,50,171079,0.477308,3200M,0.5,224485,3200M,1644279044,190686,262779,102874,0.5
50,50,173844,0.460035,3200M,0.5,247453,3200M,1644279106,198662,266981,70605,0.5
100,100,18121115,0.434018,3200M,0.5,18468079,3200M,1644279175,18236436,18670643,17533073,0.5
100,100,18280586,0.432529,3200M,0.5,18614502,3200M,1644279243,18411562,18731550,17715720,0.5
100,100,18258993,0.443165,3200M,0.5,18535557,3200M,1644279312,18402704,18658353,17621496,0.5
100,100,16232029,0.453217,3200M,0.5,16544954,3200M,1644279381,16367745,16671953,15724026,0.5
100,100,16171574,0.456534,3200M,0.5,16542636,3200M,1644279449,16324075,16678397,15666050,0.5
150,150,29836234,0.464537,3200M,0.5,30165911,3200M,1644279519,29987908,30265703,29173705,0.5
150,150,30053087,0.468875,3200M,0.5,30398856,3200M,1644279590,30203909,30534221,29466011,0.5
150,150,30510596,0.473827,3200M,0.5,30997634,3200M,1644279661,30743569,31174823,29791848,0.5
150,150,30246204,0.488594,3200M,0.5,30640709,3200M,1644279732,30407228,30844235,29568289,0.5
150,150,30267385,0.498143,3200M,0.5,30639351,3200M,1644279803,30404209,30779311,29585528,0.5
200,200,36522621,0.498058,3200M,0.5,36900619,3200M,1644279875,36672591,37056428,35699750,0.5
200,200,35996025,0.498126,3200M,0.5,36466827,3200M,1644279955,36226511,36609627,35472302,0.5
200,200,36230149,0.498212,3200M,0.5,36607858,3200M,1644280035,36423388,36698572,35647474,0.5
200,200,36393117,0.498159,3200M,0.5,36850292,3200M,1644280114,36640448,36956080,35883960,0.5
250,250,41103705,0.498101,3200M,0.5,41589439,3200M,1644280195,41301743,41815875,40238849,0.5
250,250,41008749,0.4978,3200M,0.5,41531339,3200M,1644280283,41262593,41664397,40242677,0.5
250,250,41267667,0.49782,3200M,0.5,41914855,3200M,1644280372,41554952,42359420,40308138,0.5
250,250,41148303,0.497731,3200M,0.5,41593740,3200M,1644280460,41381684,41769791,40363166,0.5
300,300,43645620,0.497735,3200M,0.5,44164954,3200M,1644280549,43891412,44295075,42742324,0.5
300,300,43803889,0.498189,3200M,0.5,44256522,3200M,1644280647,44002562,44430233,42886967,0.5
300,300,44062843,0.497647,3200M,0.5,44518968,3200M,1644280745,44279821,44628983,43444238,0.5
300,300,43930748,0.498335,3200M,0.5,44536915,3200M,1644280842,44205535,44734380,43073394,0.5
300,300,43572864,0.497738,3200M,0.5,44139547,3200M,1644280940,43847822,44445301,42484587,0.5
350,350,46300011,0.497764,3200M,0.5,46768475,3200M,1644281039,46587906,46988581,45416879,0.5
350,350,46072120,0.497993,3200M,0.5,46689897,3200M,1644281138,46259011,46993822,45496732,0.5
350,350,46178493,0.49746,3200M,0.5,46632432,3200M,1644281238,46380355,46724793,45289586,0.5
400,400,47273077,0.498017,3200M,0.5,47874827,3200M,1644281339,47519460,47999687,46425829,0.5
400,400,47132786,0.497983,3200M,0.5,47748416,3200M,1644281441,47363610,47880661,46337708,0.5
400,400,47113456,0.497556,3200M,0.5,47591593,3200M,1644281542,47364555,47688008,46343570,0.5
400,400,47340666,0.497454,3200M,0.5,47894394,3200M,1644281644,47619234,47994748,46515400,0.5
450,450,47838270,0.496681,3200M,0.5,48417658,3200M,1644281747,48029845,48691305,46847385,0.5
500,500,48307576,0.497503,3200M,0.5,48938363,3200M,1644281852,48547459,49040482,47064967,0.5
500,500,48309650,0.497171,3200M,0.5,49104720,3200M,1644281957,48685105,49497955,47014452,0.5
500,500,48382841,0.497335,3200M,0.5,49148167,3200M,1644282062,48788668,49267000,47061429,0.5
50,50,164278,0.316658,3072M,0.5,234511,3072M,1644282307,189320,263253,60108,0.5
50,50,132468,0.448445,3072M,0.5,182599,3072M,1644282370,157724,202713,41863,0.5
50,50,192225,0.458509,3072M,0.5,272442,3072M,1644282432,223214,295041,108139,0.5
50,50,178966,0.458509,3072M,0.5,236501,3072M,1644282495,197095,262208,52822,0.5
50,50,142493,0.436347,3072M,0.5,194703,3072M,1644282558,167378,210052,43180,0.5
100,100,17656463,0.420824,3072M,0.5,17969534,3072M,1644282627,17774667,18140883,17124490,0.5
100,100,18113286,0.430349,3072M,0.5,18472054,3072M,1644282695,18256031,18596326,17437551,0.5
100,100,17223581,0.43745,3072M,0.5,17729401,3072M,1644282764,17413398,17839721,16648058,0.5
100,100,17787189,0.448118,3072M,0.5,18150656,3072M,1644282833,17944492,18233810,17140149,0.5
100,100,17142984,0.462495,3072M,0.5,17515305,3072M,1644282902,17289981,17612372,16480149,0.5
150,150,30614538,0.4593,3072M,0.5,30923887,3072M,1644282972,30742477,31024888,30105429,0.5
150,150,30623200,0.469759,3072M,0.5,30973995,3072M,1644283043,30779102,31078120,30084125,0.5
150,150,30825007,0.477883,3072M,0.5,31066105,3072M,1644283115,30928526,31241739,30390896,0.5
150,150,30363514,0.488022,3072M,0.5,30708163,3072M,1644283186,30505689,30842236,29737305,0.5
150,150,30222298,0.498148,3072M,0.5,30633908,3072M,1644283258,30415655,30707065,29573346,0.5
200,200,36492327,0.497814,3072M,0.5,36945454,3072M,1644283330,36669565,37172389,35913760,0.5
200,200,36449783,0.498183,3072M,0.5,37077049,3072M,1644283411,36765471,37176113,35530082,0.5
200,200,36797476,0.497872,3072M,0.5,37167945,3072M,1644283492,36949833,37280591,35804077,0.5
200,200,36798746,0.49778,3072M,0.5,37191429,3072M,1644283572,36968991,37428759,36027926,0.5
200,200,36452559,0.4981,3072M,0.5,36832292,3072M,1644283652,36603851,36956515,35951272,0.5
250,250,40933949,0.498189,3072M,0.5,41562739,3072M,1644283734,41161794,41766866,40298673,0.5
250,250,41205440,0.497904,3072M,0.5,41674550,3072M,1644283823,41395477,41800218,40190741,0.5
250,250,41077152,0.49793,3072M,0.5,41687330,3072M,1644283911,41333649,41937812,40462112,0.5
250,250,41213205,0.497896,3072M,0.5,41577707,3072M,1644283999,41370743,41674911,40456995,0.5
250,250,41031169,0.498023,3072M,0.5,41504977,3072M,1644284088,41242909,41825160,40365957,0.5
300,300,43732395,0.498023,3072M,0.5,44324792,3072M,1644284177,43970232,44467549,42939814,0.5
300,300,43660673,0.497816,3072M,0.5,44052748,3072M,1644284275,43823034,44229299,43059046,0.5
300,300,43918819,0.497839,3072M,0.5,44641946,3072M,1644284372,44161297,44807860,42265485,0.5
300,300,43571490,0.497535,3072M,0.5,43941598,3072M,1644284470,43730608,44038568,42718301,0.5
300,300,43799065,0.497776,3072M,0.5,44300921,3072M,1644284567,43997164,44482592,42853920,0.5
350,350,46231673,0.497776,3072M,0.5,46663843,3072M,1644284667,46442142,46866746,45332738,0.5
350,350,46109622,0.498068,3072M,0.5,46707476,3072M,1644284766,46359311,46963339,45413770,0.5
400,400,47092416,0.497826,3072M,0.5,47796807,3072M,1644284868,47363844,47945867,46400637,0.5
400,400,47233087,0.497889,3072M,0.5,48254257,3072M,1644284970,47713120,48429625,46195378,0.5
400,400,47154264,0.497977,3072M,0.5,47682664,3072M,1644285072,47388337,47860815,46211723,0.5
450,450,47411166,0.498009,3072M,0.5,48163444,3072M,1644285175,47672376,48539548,46833201,0.5
450,450,47628042,0.496777,3072M,0.5,48082708,3072M,1644285278,47909920,48237345,46675798,0.5
450,450,47918300,0.497167,3072M,0.5,48728088,3072M,1644285382,48332814,48951285,46583024,0.5
450,450,47604505,0.497326,3072M,0.5,48320560,3072M,1644285485,47889278,48506673,46735346,0.5
450,450,47740485,0.496496,3072M,0.5,48311646,3072M,1644285589,48002859,48486128,46823434,0.5
500,500,48206368,0.497034,3072M,0.5,48825976,3072M,1644285695,48583539,49223091,47389407,0.5
500,500,48202325,0.497547,3072M,0.5,48831714,3072M,1644285799,48412357,49238932,47466579,0.5
500,500,48159428,0.497496,3072M,0.5,48763339,3072M,1644285904,48435545,48955957,47259240,0.5
50,50,132574,0.313857,2944M,0.5,186009,2944M,1644286146,158328,201932,30247,0.5
50,50,124238,0.394419,2944M,0.5,178980,2944M,1644286209,150624,206745,38176,0.5
50,50,170478,0.460781,2944M,0.5,237026,2944M,1644286271,190301,267303,82230,0.5
50,50,148216,0.460175,2944M,0.5,198884,2944M,1644286334,173064,226156,27881,0.5
100,100,18068237,0.441768,2944M,0.5,18410303,2944M,1644286403,18213515,18535229,17454337,0.5
100,100,17792087,0.431822,2944M,0.5,18066429,2944M,1644286471,17925487,18162710,17114531,0.5
100,100,17749839,0.437857,2944M,0.5,18016193,2944M,1644286540,17873293,18101251,17133223,0.5
100,100,16884588,0.447491,2944M,0.5,17204349,2944M,1644286608,17030938,17358787,16368951,0.5
100,100,17213282,0.466513,2944M,0.5,17550970,2944M,1644286677,17353745,17740866,16726379,0.5
150,150,30085882,0.459658,2944M,0.5,30462727,2944M,1644286747,30274349,30608140,29611761,0.5
150,150,30134699,0.469768,2944M,0.5,30529257,2944M,1644286818,30314993,30639369,29457720,0.5
150,150,30321691,0.477093,2944M,0.5,30677989,2944M,1644286888,30475635,30838193,29791013,0.5
150,150,30591915,0.48821,2944M,0.5,30879009,2944M,1644286959,30722196,30977591,30104859,0.5
150,150,30482246,0.490429,2944M,0.5,30792048,2944M,1644287030,30599482,30940978,29880404,0.5
200,200,36329646,0.498243,2944M,0.5,36894112,2944M,1644287103,36547374,37079191,35777944,0.5
200,200,36190732,0.498231,2944M,0.5,36779771,2944M,1644287183,36489418,37100033,35561080,0.5
200,200,36535904,0.498306,2944M,0.5,36913797,2944M,1644287262,36712045,37015412,35864355,0.5
200,200,36532138,0.498146,2944M,0.5,37213702,2944M,1644287341,36740297,37653795,35901733,0.5
200,200,36388555,0.497989,2944M,0.5,36867580,2944M,1644287420,36632392,37003316,35573117,0.5
250,250,40767562,0.497984,2944M,0.5,41174248,2944M,1644287501,40962845,41338314,40098353,0.5
250,250,40888896,0.498027,2944M,0.5,41423904,2944M,1644287589,41124650,41525505,40296799,0.5
250,250,41004365,0.498,2944M,0.5,41522963,2944M,1644287676,41205051,41864377,40276157,0.5
250,250,40925585,0.497879,2944M,0.5,41813399,2944M,1644287763,41188040,42059574,39880373,0.5
250,250,41110262,0.49788,2944M,0.5,41598892,2944M,1644287852,41321114,41736646,40254390,0.5
300,300,43295552,0.497935,2944M,0.5,43692176,2944M,1644287940,43457713,43918391,42755454,0.5
300,300,43448369,0.498044,2944M,0.5,43925298,2944M,1644288037,43610149,44250084,42761027,0.5
300,300,43582847,0.498034,2944M,0.5,44066498,2944M,1644288134,43783712,44254407,42704334,0.5
350,350,46056666,0.498131,2944M,0.5,46498390,2944M,1644288234,46268479,46660193,45348590,0.5
350,350,46086032,0.497895,2944M,0.5,46573766,2944M,1644288333,46279720,46758451,45213154,0.5
400,400,47253821,0.497327,2944M,0.5,47816802,2944M,1644288434,47490492,48008391,46144823,0.5
400,400,46963679,0.49782,2944M,0.5,47574632,2944M,1644288535,47269920,47745563,46221422,0.5
400,400,47172137,0.497693,2944M,0.5,47721874,2944M,1644288636,47414786,47874154,46354380,0.5
400,400,47193303,0.497721,2944M,0.5,47810959,2944M,1644288738,47424331,47954738,46281729,0.5
450,450,47667370,0.497913,2944M,0.5,48167533,2944M,1644288841,47847129,48284001,46837410,0.5
450,450,47698499,0.497876,2944M,0.5,48425969,2944M,1644288944,48046680,48801410,46806776,0.5
450,450,47564882,0.497712,2944M,0.5,48047774,2944M,1644289047,47788724,48174704,46665092,0.5
450,450,48029800,0.497547,2944M,0.5,48628029,2944M,1644289150,48436523,48714411,46955240,0.5
450,450,47692107,0.497281,2944M,0.5,48353169,2944M,1644289253,47935271,48622333,46648372,0.5
500,500,48078112,0.497509,2944M,0.5,48500689,2944M,1644289358,48281915,48622159,47041232,0.5
500,500,48414539,0.49726,2944M,0.5,48979373,2944M,1644289463,48720747,49361839,47238187,0.5
500,500,48258373,0.496925,2944M,0.5,48856303,2944M,1644289568,48505854,48970347,47137420,0.5
50,50,175087,0.356886,2816M,0.5,223386,2816M,1644289811,191155,258554,100785,0.5
50,50,148398,0.43805,2816M,0.5,194733,2816M,1644289874,172406,209588,53165,0.5
50,50,169004,0.462478,2816M,0.5,225891,2816M,1644289937,189210,254872,76238,0.5
50,50,176138,0.462478,2816M,0.5,223442,2816M,1644289999,191558,256527,101601,0.5
100,100,17773789,0.427476,2816M,0.5,18056012,2816M,1644290068,17901887,18181174,17277516,0.5
100,100,17822967,0.427508,2816M,0.5,18102220,2816M,1644290137,17938915,18190304,17158903,0.5
100,100,17700562,0.439275,2816M,0.5,18065409,2816M,1644290205,17839613,18168609,17192792,0.5
100,100,17020225,0.445518,2816M,0.5,17283011,2816M,1644290274,17134344,17379841,16523553,0.5
100,100,17337561,0.456081,2816M,0.5,17610260,2816M,1644290343,17446686,17715507,16815332,0.5
150,150,30268726,0.459139,2816M,0.5,30654222,2816M,1644290412,30443993,30730774,29648822,0.5
150,150,30531362,0.467863,2816M,0.5,30842640,2816M,1644290483,30654709,30972457,29889842,0.5
150,150,30226026,0.481072,2816M,0.5,30598775,2816M,1644290554,30383377,30758054,29658461,0.5
150,150,30169903,0.489266,2816M,0.5,30593414,2816M,1644290625,30374941,30760387,29642714,0.5
150,150,30504707,0.49811,2816M,0.5,30792709,2816M,1644290696,30620025,30896570,30020385,0.5
200,200,36320764,0.468864,2816M,0.5,36840105,2816M,1644290768,36596176,36988993,35641870,0.5
200,200,36306730,0.497968,2816M,0.5,36928740,2816M,1644290848,36523866,37125645,35499095,0.5
200,200,36396288,0.497877,2816M,0.5,36974429,2816M,1644290928,36660788,37092665,35654888,0.5
200,200,36461063,0.497845,2816M,0.5,36882960,2816M,1644291007,36616352,37058193,35697571,0.5
200,200,36347884,0.497859,2816M,0.5,36806959,2816M,1644291087,36538418,36900965,35830288,0.5
250,250,40806659,0.498002,2816M,0.5,41302010,2816M,1644291168,41015191,41475908,40164102,0.5
250,250,41039779,0.497918,2816M,0.5,41619396,2816M,1644291257,41260995,41898298,40041224,0.5
250,250,40929753,0.498023,2816M,0.5,41416689,2816M,1644291344,41139642,41589273,40154962,0.5
300,300,43181213,0.498362,2816M,0.5,43703109,2816M,1644291433,43345878,43800941,42361315,0.5
300,300,43471758,0.4978,2816M,0.5,44024425,2816M,1644291530,43726777,44213001,42477652,0.5
300,300,43479231,0.497971,2816M,0.5,43799328,2816M,1644291628,43622391,43885209,42649213,0.5
300,300,43561782,0.498008,2816M,0.5,44110690,2816M,1644291725,43789734,44302352,42740816,0.5
300,300,43626952,0.497621,2816M,0.5,44107260,2816M,1644291822,43881035,44223503,42934999,0.5
350,350,46025543,0.498113,2816M,0.5,46502578,2816M,1644291921,46241142,46673933,45297028,0.5
350,350,45831917,0.498222,2816M,0.5,46412617,2816M,1644292021,46110653,46612459,45212843,0.5
400,400,46990605,0.497689,2816M,0.5,47669381,2816M,1644292122,47273451,47872803,46066688,0.5
400,400,47190574,0.498143,2816M,0.5,47885753,2816M,1644292223,47383296,48028459,46388092,0.5
400,400,46948021,0.497989,2816M,0.5,47470886,2816M,1644292325,47208407,47627102,46014434,0.5
450,450,47660169,0.497659,2816M,0.5,48683138,2816M,1644292427,48014815,48825496,47103166,0.5
450,450,47637664,0.497335,2816M,0.5,48079665,2816M,1644292531,47823087,48209563,46856650,0.5
450,450,47776369,0.497355,2816M,0.5,48238551,2816M,1644292634,48006433,48369561,46821375,0.5
450,450,47872789,0.497305,2816M,0.5,48404349,2816M,1644292737,48126432,48583344,46760434,0.5
500,500,48335395,0.497422,2816M,0.5,49043802,2816M,1644292841,48626045,49367793,47565154,0.5
50,50,164175,0.19333,2688M,0.5,211587,2688M,1644293010,185401,251502,61634,0.5
50,50,175869,0.275307,2688M,0.5,231564,2688M,1644293073,193257,267749,96837,0.5
50,50,155676,0.355703,2688M,0.5,219830,2688M,1644293136,184299,260529,39327,0.5
50,50,179986,0.410116,2688M,0.5,245702,2688M,1644293198,199122,269284,107177,0.5
50,50,183037,0.442936,2688M,0.5,253143,2688M,1644293261,201114,273406,82560,0.5
